,path,payload_1B,payload_1B_list
0,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2800.json,0.0058200000000000005,"[0.003 0.006 0.007 0.005 0.004 0.011 0.008 0.004 0.003 0.003 0.009 0.005
 0.008 0.01  0.005 0.005 0.005 0.005 0.006 0.009 0.003 0.009 0.009 0.004
 0.005 0.005 0.006 0.009 0.009 0.006 0.005 0.003 0.007 0.004 0.005 0.003
 0.005 0.005 0.009 0.006 0.005 0.007 0.004 0.007 0.006 0.009 0.006 0.01
 0.008 0.004 0.006 0.002 0.004 0.003 0.006 0.004 0.004 0.008 0.003 0.008
 0.005 0.004 0.005 0.002 0.009 0.007 0.005 0.009 0.002 0.009 0.007 0.003
 0.008 0.006 0.007 0.005 0.005 0.005 0.008 0.006 0.005 0.008 0.007 0.005
 0.005 0.006 0.002 0.006 0.003 0.006 0.006 0.006 0.003 0.007 0.005 0.007
 0.008 0.007 0.006 0.005]"
1,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2250.json,0.0059299999999999995,"[0.004 0.009 0.007 0.008 0.007 0.    0.005 0.003 0.007 0.005 0.005 0.006
 0.002 0.005 0.009 0.006 0.003 0.006 0.009 0.005 0.007 0.007 0.006 0.004
 0.012 0.002 0.004 0.002 0.006 0.004 0.006 0.004 0.006 0.008 0.008 0.008
 0.005 0.004 0.009 0.007 0.012 0.005 0.006 0.007 0.005 0.004 0.003 0.008
 0.006 0.003 0.007 0.007 0.008 0.006 0.007 0.005 0.005 0.005 0.009 0.007
 0.005 0.006 0.006 0.004 0.004 0.008 0.004 0.004 0.004 0.011 0.007 0.009
 0.01  0.011 0.005 0.006 0.007 0.008 0.007 0.007 0.004 0.002 0.013 0.004
 0.006 0.004 0.008 0.009 0.005 0.002 0.011 0.007 0.006 0.005 0.002 0.001
 0.005 0.003 0.003 0.005]"
2,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors600.json,0.006030000000000001,"[0.007 0.006 0.014 0.005 0.007 0.009 0.005 0.005 0.004 0.005 0.009 0.007
 0.011 0.006 0.008 0.003 0.007 0.004 0.005 0.004 0.004 0.008 0.005 0.006
 0.004 0.004 0.007 0.006 0.005 0.004 0.005 0.004 0.005 0.011 0.008 0.004
 0.008 0.006 0.005 0.002 0.006 0.006 0.001 0.005 0.002 0.003 0.002 0.01
 0.013 0.006 0.012 0.002 0.009 0.007 0.005 0.006 0.005 0.008 0.006 0.005
 0.007 0.007 0.004 0.007 0.001 0.006 0.003 0.007 0.005 0.004 0.01  0.007
 0.01  0.005 0.009 0.009 0.006 0.006 0.004 0.005 0.005 0.012 0.004 0.005
 0.013 0.007 0.002 0.005 0.006 0.006 0.007 0.006 0.008 0.004 0.006 0.004
 0.007 0.006 0.004 0.003]"
3,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors1950.json,0.0061800000000000015,"[0.005 0.004 0.008 0.006 0.002 0.009 0.006 0.008 0.008 0.007 0.006 0.012
 0.008 0.004 0.011 0.004 0.003 0.003 0.005 0.006 0.004 0.01  0.006 0.009
 0.003 0.005 0.011 0.004 0.008 0.009 0.005 0.006 0.006 0.006 0.007 0.007
 0.006 0.007 0.009 0.01  0.003 0.005 0.004 0.008 0.005 0.003 0.002 0.004
 0.007 0.006 0.003 0.007 0.006 0.006 0.006 0.007 0.005 0.008 0.006 0.004
 0.007 0.008 0.009 0.004 0.005 0.015 0.006 0.005 0.003 0.003 0.008 0.007
 0.007 0.002 0.011 0.004 0.004 0.008 0.005 0.004 0.011 0.011 0.01  0.005
 0.007 0.004 0.006 0.011 0.005 0.005 0.006 0.002 0.009 0.004 0.007 0.008
 0.005 0.003 0.001 0.005]"
4,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors1450.json,0.005910000000000001,"[0.008 0.007 0.005 0.005 0.009 0.008 0.007 0.005 0.004 0.002 0.008 0.003
 0.007 0.008 0.008 0.008 0.006 0.002 0.001 0.003 0.006 0.005 0.009 0.01
 0.005 0.007 0.008 0.008 0.006 0.009 0.011 0.006 0.006 0.005 0.007 0.006
 0.005 0.004 0.007 0.005 0.004 0.008 0.004 0.006 0.011 0.005 0.005 0.004
 0.001 0.008 0.003 0.009 0.007 0.005 0.004 0.003 0.002 0.007 0.005 0.007
 0.006 0.005 0.01  0.003 0.006 0.005 0.011 0.006 0.005 0.006 0.01  0.006
 0.008 0.006 0.009 0.008 0.004 0.003 0.005 0.007 0.005 0.003 0.007 0.005
 0.006 0.005 0.004 0.003 0.005 0.009 0.004 0.006 0.004 0.001 0.005 0.005
 0.007 0.009 0.007 0.005]"
5,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors1900.json,0.00561,"[0.01  0.011 0.006 0.003 0.006 0.004 0.006 0.005 0.005 0.005 0.003 0.004
 0.005 0.005 0.007 0.006 0.005 0.01  0.006 0.014 0.004 0.009 0.005 0.009
 0.007 0.005 0.008 0.004 0.006 0.005 0.006 0.006 0.006 0.006 0.003 0.007
 0.006 0.008 0.004 0.005 0.005 0.004 0.006 0.002 0.005 0.009 0.004 0.006
 0.004 0.005 0.01  0.003 0.005 0.006 0.006 0.005 0.009 0.006 0.005 0.004
 0.001 0.006 0.006 0.005 0.006 0.003 0.005 0.006 0.003 0.008 0.006 0.013
 0.006 0.006 0.003 0.007 0.007 0.004 0.001 0.005 0.003 0.005 0.004 0.005
 0.004 0.006 0.005 0.007 0.006 0.006 0.003 0.002 0.006 0.002 0.001 0.013
 0.005 0.005 0.007 0.005]"
6,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors1050.json,0.00601,"[0.003 0.    0.007 0.002 0.009 0.006 0.003 0.004 0.003 0.003 0.006 0.008
 0.01  0.002 0.004 0.007 0.01  0.008 0.005 0.007 0.    0.008 0.006 0.002
 0.004 0.004 0.004 0.005 0.005 0.007 0.005 0.006 0.002 0.006 0.004 0.005
 0.009 0.007 0.008 0.007 0.004 0.003 0.007 0.01  0.007 0.007 0.009 0.009
 0.005 0.004 0.005 0.009 0.005 0.008 0.004 0.008 0.006 0.005 0.005 0.007
 0.006 0.004 0.005 0.008 0.009 0.009 0.009 0.005 0.007 0.004 0.01  0.005
 0.005 0.01  0.006 0.008 0.001 0.009 0.006 0.011 0.002 0.004 0.009 0.006
 0.007 0.002 0.008 0.009 0.007 0.009 0.006 0.002 0.009 0.005 0.009 0.004
 0.002 0.006 0.015 0.005]"
7,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors1300.json,0.005920000000000001,"[0.006 0.006 0.006 0.006 0.008 0.002 0.006 0.004 0.008 0.003 0.005 0.002
 0.009 0.004 0.007 0.005 0.003 0.006 0.011 0.005 0.002 0.003 0.007 0.005
 0.006 0.005 0.004 0.004 0.007 0.002 0.006 0.008 0.006 0.006 0.004 0.001
 0.004 0.007 0.005 0.005 0.012 0.008 0.009 0.006 0.011 0.007 0.006 0.003
 0.007 0.006 0.008 0.007 0.008 0.004 0.004 0.007 0.006 0.003 0.002 0.007
 0.01  0.004 0.005 0.004 0.007 0.009 0.007 0.006 0.005 0.004 0.007 0.006
 0.005 0.003 0.006 0.006 0.002 0.006 0.008 0.004 0.007 0.006 0.005 0.006
 0.009 0.008 0.013 0.006 0.005 0.009 0.005 0.005 0.004 0.005 0.007 0.008
 0.006 0.01  0.005 0.009]"
8,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors400.json,0.005940000000000001,"[0.006 0.006 0.005 0.011 0.005 0.002 0.005 0.007 0.01  0.005 0.006 0.005
 0.006 0.006 0.003 0.005 0.011 0.005 0.005 0.004 0.009 0.008 0.006 0.007
 0.004 0.012 0.002 0.005 0.008 0.009 0.009 0.007 0.007 0.001 0.004 0.005
 0.004 0.007 0.006 0.005 0.003 0.008 0.002 0.004 0.003 0.004 0.002 0.006
 0.007 0.005 0.008 0.005 0.004 0.01  0.005 0.006 0.008 0.002 0.007 0.01
 0.007 0.01  0.006 0.006 0.007 0.005 0.001 0.009 0.005 0.011 0.006 0.003
 0.008 0.006 0.003 0.005 0.006 0.007 0.006 0.004 0.003 0.003 0.011 0.003
 0.008 0.007 0.007 0.004 0.006 0.006 0.007 0.005 0.009 0.007 0.004 0.008
 0.006 0.006 0.005 0.006]"
9,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors1500.json,0.005690000000000001,"[0.003 0.005 0.007 0.006 0.003 0.005 0.008 0.005 0.008 0.007 0.01  0.007
 0.008 0.004 0.004 0.005 0.006 0.004 0.005 0.003 0.008 0.009 0.007 0.003
 0.004 0.005 0.008 0.007 0.004 0.007 0.004 0.007 0.009 0.006 0.005 0.004
 0.005 0.003 0.009 0.006 0.004 0.003 0.004 0.004 0.004 0.001 0.005 0.006
 0.006 0.005 0.003 0.007 0.009 0.002 0.008 0.004 0.006 0.003 0.008 0.002
 0.01  0.004 0.008 0.004 0.006 0.006 0.003 0.007 0.009 0.008 0.006 0.002
 0.005 0.004 0.007 0.004 0.004 0.005 0.008 0.006 0.006 0.004 0.002 0.003
 0.011 0.009 0.008 0.002 0.007 0.006 0.007 0.008 0.01  0.008 0.007 0.004
 0.009 0.004 0.003 0.008]"
10,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2100.json,0.005960000000000001,"[0.009 0.002 0.004 0.004 0.006 0.009 0.005 0.01  0.004 0.007 0.005 0.002
 0.004 0.006 0.002 0.004 0.006 0.007 0.004 0.008 0.007 0.004 0.012 0.005
 0.004 0.011 0.003 0.003 0.011 0.001 0.008 0.005 0.008 0.006 0.006 0.011
 0.006 0.007 0.003 0.01  0.005 0.011 0.002 0.003 0.006 0.004 0.003 0.005
 0.008 0.005 0.007 0.004 0.    0.004 0.006 0.007 0.004 0.002 0.003 0.01
 0.004 0.006 0.006 0.008 0.006 0.008 0.012 0.006 0.006 0.01  0.009 0.004
 0.008 0.004 0.008 0.006 0.008 0.01  0.011 0.002 0.005 0.005 0.003 0.004
 0.006 0.004 0.004 0.005 0.006 0.006 0.009 0.004 0.008 0.005 0.006 0.008
 0.011 0.006 0.007 0.004]"
11,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors850.json,0.00597,"[0.002 0.004 0.006 0.001 0.003 0.006 0.01  0.005 0.013 0.017 0.007 0.006
 0.006 0.007 0.008 0.008 0.005 0.005 0.007 0.    0.003 0.012 0.006 0.006
 0.005 0.004 0.006 0.008 0.003 0.004 0.005 0.007 0.007 0.006 0.004 0.007
 0.008 0.005 0.005 0.004 0.005 0.005 0.005 0.005 0.003 0.003 0.006 0.006
 0.008 0.007 0.005 0.012 0.006 0.002 0.007 0.006 0.006 0.009 0.01  0.004
 0.004 0.006 0.008 0.007 0.007 0.008 0.005 0.007 0.001 0.005 0.005 0.007
 0.005 0.004 0.006 0.004 0.005 0.004 0.006 0.01  0.003 0.009 0.004 0.003
 0.009 0.005 0.011 0.005 0.003 0.004 0.008 0.008 0.008 0.003 0.009 0.012
 0.002 0.003 0.008 0.005]"
12,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors1150.json,0.006240000000000001,"[0.008 0.01  0.005 0.011 0.01  0.013 0.008 0.004 0.005 0.007 0.005 0.001
 0.008 0.008 0.011 0.008 0.004 0.006 0.009 0.008 0.005 0.006 0.003 0.007
 0.006 0.004 0.004 0.007 0.001 0.01  0.002 0.008 0.009 0.007 0.005 0.004
 0.008 0.01  0.007 0.007 0.005 0.007 0.005 0.007 0.003 0.007 0.007 0.005
 0.003 0.007 0.01  0.004 0.006 0.006 0.002 0.005 0.005 0.009 0.01  0.006
 0.008 0.008 0.004 0.007 0.009 0.002 0.004 0.006 0.005 0.007 0.005 0.007
 0.009 0.005 0.005 0.008 0.005 0.006 0.005 0.004 0.005 0.007 0.005 0.005
 0.008 0.009 0.004 0.009 0.008 0.007 0.006 0.002 0.007 0.006 0.004 0.009
 0.003 0.005 0.003 0.005]"
13,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors950.json,0.005889999999999999,"[0.001 0.009 0.005 0.006 0.006 0.006 0.002 0.004 0.007 0.004 0.006 0.008
 0.009 0.005 0.011 0.007 0.005 0.007 0.007 0.008 0.01  0.004 0.005 0.007
 0.007 0.007 0.002 0.009 0.005 0.003 0.003 0.009 0.007 0.008 0.006 0.005
 0.006 0.006 0.004 0.005 0.004 0.006 0.005 0.007 0.006 0.003 0.01  0.006
 0.005 0.005 0.003 0.005 0.008 0.005 0.011 0.001 0.005 0.004 0.007 0.002
 0.008 0.006 0.004 0.006 0.006 0.008 0.001 0.006 0.006 0.006 0.004 0.008
 0.007 0.005 0.005 0.006 0.005 0.005 0.01  0.007 0.007 0.01  0.013 0.004
 0.008 0.006 0.008 0.002 0.006 0.003 0.006 0.003 0.005 0.005 0.008 0.005
 0.007 0.006 0.004 0.005]"
14,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2000.json,0.0058200000000000005,"[0.004 0.002 0.007 0.007 0.008 0.003 0.009 0.011 0.005 0.004 0.009 0.005
 0.005 0.006 0.005 0.005 0.005 0.002 0.006 0.012 0.005 0.005 0.006 0.004
 0.011 0.006 0.007 0.004 0.006 0.003 0.006 0.003 0.003 0.003 0.007 0.01
 0.004 0.007 0.003 0.003 0.008 0.008 0.007 0.007 0.007 0.009 0.003 0.002
 0.003 0.007 0.01  0.004 0.008 0.003 0.005 0.012 0.002 0.005 0.005 0.006
 0.003 0.001 0.004 0.005 0.006 0.007 0.003 0.008 0.007 0.006 0.006 0.007
 0.005 0.01  0.005 0.007 0.008 0.008 0.012 0.006 0.004 0.003 0.005 0.005
 0.004 0.003 0.004 0.007 0.006 0.008 0.009 0.004 0.004 0.008 0.007 0.008
 0.005 0.007 0.005 0.005]"
15,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors800.json,0.006190000000000001,"[0.009 0.004 0.004 0.004 0.008 0.007 0.008 0.004 0.002 0.003 0.005 0.004
 0.009 0.008 0.007 0.005 0.007 0.002 0.008 0.008 0.005 0.006 0.008 0.005
 0.008 0.008 0.009 0.006 0.004 0.005 0.006 0.007 0.005 0.006 0.005 0.005
 0.01  0.008 0.004 0.007 0.01  0.006 0.009 0.007 0.009 0.003 0.004 0.005
 0.003 0.013 0.007 0.01  0.011 0.003 0.004 0.004 0.009 0.009 0.006 0.004
 0.004 0.004 0.006 0.006 0.01  0.004 0.004 0.009 0.007 0.005 0.006 0.005
 0.004 0.008 0.005 0.006 0.006 0.013 0.004 0.005 0.01  0.006 0.003 0.009
 0.004 0.006 0.004 0.003 0.006 0.006 0.002 0.007 0.007 0.006 0.005 0.003
 0.007 0.005 0.009 0.011]"
16,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2650.json,0.005889999999999999,"[0.004 0.009 0.004 0.006 0.011 0.006 0.004 0.005 0.004 0.003 0.007 0.008
 0.014 0.001 0.01  0.007 0.005 0.006 0.007 0.008 0.007 0.005 0.004 0.007
 0.004 0.004 0.004 0.002 0.006 0.004 0.003 0.008 0.003 0.004 0.006 0.006
 0.007 0.003 0.006 0.004 0.004 0.006 0.006 0.007 0.007 0.003 0.005 0.003
 0.002 0.01  0.008 0.008 0.002 0.004 0.009 0.006 0.005 0.004 0.007 0.006
 0.009 0.009 0.006 0.006 0.005 0.007 0.007 0.004 0.008 0.007 0.001 0.005
 0.003 0.004 0.004 0.008 0.006 0.009 0.006 0.006 0.004 0.007 0.005 0.004
 0.003 0.004 0.007 0.01  0.004 0.007 0.013 0.006 0.009 0.005 0.009 0.006
 0.008 0.008 0.006 0.006]"
17,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors650.json,0.006010000000000001,"[0.005 0.005 0.007 0.004 0.005 0.004 0.003 0.005 0.006 0.005 0.004 0.004
 0.004 0.004 0.007 0.01  0.007 0.003 0.008 0.006 0.004 0.007 0.005 0.006
 0.003 0.011 0.006 0.003 0.006 0.005 0.009 0.009 0.001 0.009 0.011 0.005
 0.003 0.008 0.003 0.01  0.006 0.004 0.009 0.006 0.006 0.006 0.005 0.005
 0.009 0.013 0.004 0.004 0.01  0.004 0.004 0.004 0.006 0.004 0.003 0.007
 0.005 0.009 0.007 0.006 0.006 0.009 0.012 0.009 0.002 0.003 0.008 0.009
 0.005 0.009 0.006 0.007 0.006 0.002 0.003 0.008 0.007 0.006 0.005 0.003
 0.005 0.008 0.007 0.004 0.008 0.004 0.005 0.005 0.009 0.007 0.003 0.01
 0.005 0.005 0.004 0.011]"
18,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2300.json,0.006330000000000001,"[0.005 0.009 0.006 0.005 0.006 0.008 0.008 0.006 0.002 0.008 0.007 0.006
 0.009 0.011 0.007 0.007 0.008 0.007 0.008 0.006 0.006 0.014 0.005 0.004
 0.003 0.006 0.006 0.008 0.004 0.005 0.009 0.004 0.003 0.01  0.011 0.004
 0.004 0.006 0.006 0.007 0.006 0.013 0.008 0.004 0.007 0.009 0.008 0.005
 0.006 0.007 0.008 0.005 0.003 0.007 0.009 0.007 0.007 0.009 0.005 0.005
 0.008 0.005 0.005 0.005 0.    0.007 0.006 0.006 0.005 0.008 0.005 0.005
 0.006 0.004 0.005 0.002 0.009 0.004 0.008 0.004 0.002 0.007 0.006 0.007
 0.008 0.005 0.007 0.003 0.01  0.005 0.01  0.004 0.005 0.009 0.007 0.007
 0.003 0.006 0.006 0.007]"
19,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2050.json,0.0058200000000000005,"[0.007 0.009 0.004 0.003 0.005 0.004 0.003 0.006 0.006 0.004 0.006 0.007
 0.007 0.005 0.012 0.006 0.004 0.005 0.006 0.006 0.005 0.002 0.002 0.006
 0.005 0.003 0.002 0.006 0.007 0.004 0.004 0.008 0.008 0.005 0.007 0.003
 0.004 0.012 0.006 0.006 0.009 0.007 0.007 0.007 0.004 0.007 0.007 0.005
 0.005 0.002 0.006 0.008 0.014 0.007 0.005 0.004 0.003 0.01  0.006 0.007
 0.003 0.006 0.003 0.01  0.008 0.003 0.008 0.007 0.006 0.007 0.007 0.006
 0.004 0.003 0.004 0.008 0.006 0.01  0.006 0.007 0.002 0.005 0.006 0.004
 0.004 0.006 0.004 0.006 0.006 0.008 0.009 0.004 0.005 0.01  0.006 0.005
 0.004 0.004 0.005 0.007]"
20,/home/jmhare1/gatewayPlacement/lora_graph_gw/Pre_Study/ConnectedComponent/files/sensors_transmissionrange_Max_Sensors2750.json,0.006170000000000001,"[0.007 0.004 0.009 0.005 0.007 0.006 0.002 0.001 0.008 0.009 0.006 0.004
 0.004 0.007 0.007 0.005 0.006 0.008 0.002 0.01  0.011 0.008 0.007 0.005
 0.004 0.009 0.007 0.004 0.005 0.007 0.003 0.002 0.003 0.006 0.007 0.011
 0.002 0.006 0.007 0.004 0.008 0.003 0.004 0.007 0.008 0.005 0.009 0.011
 0.005 0.008 0.007 0.008 0.005 0.007 0.004 0.006 0.004 0.008 0.007 0.011
 0.007 0.005 0.005 0.006 0.005 0.006 0.002 0.006 0.008 0.001 0.008 0.008
 0.005 0.006 0.002 0.007 0.006 0.007 0.005 0.007 0.005 0.006 0.008 0.006
 0.01  0.007 0.005 0.01  0.003 0.008 0.003 0.012 0.006 0.006 0.007 0.005
 0.005 0.006 0.007 0.01 ]"
